Year,District.Code,District.Name,Neighborhood.Code,Neighborhood.Name,Gender,Age,Population
2014,5,Sarrià-Sant Gervasi,24,les Tres Torres,Female,90-94,27
2014,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Female,90-94,59
2014,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Female,90-94,99
2014,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Female,90-94,56
2014,6,Gràcia,28,Vallcarca i els Penitents,Female,90-94,27
2014,6,Gràcia,29,el Coll,Female,90-94,8
2014,6,Gràcia,30,la Salut,Female,90-94,28
2014,6,Gràcia,31,la Vila de Gràcia,Female,90-94,101
2014,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Female,90-94,62
2014,7,Horta-Guinardó,33,el Baix Guinardó,Female,90-94,42
2014,7,Horta-Guinardó,34,Can Baró,Female,90-94,17
2014,7,Horta-Guinardó,35,el Guinardó,Female,90-94,48
2014,7,Horta-Guinardó,36,la Font d'en Fargues,Female,90-94,19
2014,7,Horta-Guinardó,37,el Carmel,Female,90-94,24
2014,7,Horta-Guinardó,38,la Teixonera,Female,90-94,13
2014,7,Horta-Guinardó,39,Sant Genís dels Agudells,Female,90-94,7
2014,7,Horta-Guinardó,40,Montbau,Female,90-94,20
2014,7,Horta-Guinardó,41,la Vall d'Hebron,Female,90-94,9
2014,7,Horta-Guinardó,42,la Clota,Female,90-94,1
2014,7,Horta-Guinardó,43,Horta,Female,90-94,36
2014,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Female,90-94,42
2014,8,Nou Barris,45,Porta,Female,90-94,24
2014,8,Nou Barris,46,el Turó de la Peira,Female,90-94,20
2014,8,Nou Barris,47,Can Peguera,Female,90-94,1
2014,8,Nou Barris,48,la Guineueta,Female,90-94,25
2014,8,Nou Barris,49,Canyelles,Female,90-94,7
2014,8,Nou Barris,50,les Roquetes,Female,90-94,10
2014,8,Nou Barris,51,Verdun,Female,90-94,15
2014,8,Nou Barris,52,la Prosperitat,Female,90-94,31
2014,8,Nou Barris,53,la Trinitat Nova,Female,90-94,15
2014,8,Nou Barris,54,Torre Baró,Female,90-94,1
2014,8,Nou Barris,55,Ciutat Meridiana,Female,90-94,6
2014,8,Nou Barris,56,Vallbona,Female,90-94,3
2014,9,Sant Andreu,57,la Trinitat Vella,Female,90-94,5
2014,9,Sant Andreu,58,Baró de Viver,Female,90-94,4
2014,9,Sant Andreu,59,el Bon Pastor,Female,90-94,14
2014,9,Sant Andreu,60,Sant Andreu,Female,90-94,81
2014,9,Sant Andreu,61,la Sagrera,Female,90-94,35
2014,9,Sant Andreu,62,el Congrés i els Indians,Female,90-94,21
2014,9,Sant Andreu,63,Navas,Female,90-94,30
2014,10,Sant Martí,64,el Camp de l'Arpa del Clot,Female,90-94,57
2014,10,Sant Martí,65,el Clot,Female,90-94,27
2014,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Female,90-94,18
2014,10,Sant Martí,67,la Vila Olímpica del Poblenou,Female,90-94,5
2014,10,Sant Martí,68,el Poblenou,Female,90-94,45
2014,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Female,90-94,9
2014,10,Sant Martí,70,el Besòs i el Maresme,Female,90-94,20
2014,10,Sant Martí,71,Provençals del Poblenou,Female,90-94,16
2014,10,Sant Martí,72,Sant Martí de Provençals,Female,90-94,32
2014,10,Sant Martí,73,la Verneda i la Pau,Female,90-94,32
2014,1,Ciutat Vella,1,el Raval,Female,90-94,40
2014,1,Ciutat Vella,2,el Barri Gòtic,Female,90-94,13
2014,1,Ciutat Vella,3,la Barceloneta,Female,90-94,24
2014,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Female,90-94,22
2014,2,Eixample,5,el Fort Pienc,Female,90-94,46
2014,2,Eixample,6,la Sagrada Família,Female,90-94,74
2014,2,Eixample,7,la Dreta de l'Eixample,Female,90-94,94
2014,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Female,90-94,80
2014,2,Eixample,9,la Nova Esquerra de l'Eixample,Female,90-94,87
2014,2,Eixample,10,Sant Antoni,Female,90-94,62
2014,3,Sants-Montjuïc,11,el Poble Sec,Female,90-94,38
2014,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Female,90-94,0
2014,3,Sants-Montjuïc,13,la Marina de Port,Female,90-94,17
2014,3,Sants-Montjuïc,14,la Font de la Guatlla,Female,90-94,11
2014,3,Sants-Montjuïc,15,Hostafrancs,Female,90-94,16
2014,3,Sants-Montjuïc,16,la Bordeta,Female,90-94,16
2014,3,Sants-Montjuïc,17,Sants - Badal,Female,90-94,13
2014,3,Sants-Montjuïc,18,Sants,Female,90-94,54
2014,4,Les Corts,19,les Corts,Female,90-94,60
2014,4,Les Corts,20,la Maternitat i Sant Ramon,Female,90-94,27
2014,4,Les Corts,21,Pedralbes,Female,90-94,16
2014,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Female,90-94,11
2014,5,Sarrià-Sant Gervasi,23,Sarrià,Female,90-94,39
2014,5,Sarrià-Sant Gervasi,24,les Tres Torres,Female,90-94,19
2014,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Female,90-94,40
2014,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Female,90-94,75
2014,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Female,90-94,43
2014,6,Gràcia,28,Vallcarca i els Penitents,Female,90-94,19
2014,6,Gràcia,29,el Coll,Female,90-94,4
2014,6,Gràcia,30,la Salut,Female,90-94,22
2014,6,Gràcia,31,la Vila de Gràcia,Female,90-94,77
2014,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Female,90-94,60
2014,7,Horta-Guinardó,33,el Baix Guinardó,Female,90-94,46
2014,7,Horta-Guinardó,34,Can Baró,Female,90-94,5
2014,7,Horta-Guinardó,35,el Guinardó,Female,90-94,50
2014,7,Horta-Guinardó,36,la Font d'en Fargues,Female,90-94,9
2014,7,Horta-Guinardó,37,el Carmel,Female,90-94,21
2014,7,Horta-Guinardó,38,la Teixonera,Female,90-94,12
2014,7,Horta-Guinardó,39,Sant Genís dels Agudells,Female,90-94,8
2014,7,Horta-Guinardó,40,Montbau,Female,90-94,12
2014,7,Horta-Guinardó,41,la Vall d'Hebron,Female,90-94,4
2014,7,Horta-Guinardó,42,la Clota,Female,90-94,0
2014,7,Horta-Guinardó,43,Horta,Female,90-94,34
2014,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Female,90-94,26
2014,8,Nou Barris,45,Porta,Female,90-94,29
2014,8,Nou Barris,46,el Turó de la Peira,Female,90-94,17
2014,8,Nou Barris,47,Can Peguera,Female,90-94,3
2014,8,Nou Barris,48,la Guineueta,Female,90-94,14
2014,8,Nou Barris,49,Canyelles,Female,90-94,0
2014,8,Nou Barris,50,les Roquetes,Female,90-94,10
2014,8,Nou Barris,51,Verdun,Female,90-94,8
2014,8,Nou Barris,52,la Prosperitat,Female,90-94,20
2014,8,Nou Barris,53,la Trinitat Nova,Female,90-94,11
2014,8,Nou Barris,54,Torre Baró,Female,90-94,0
2014,8,Nou Barris,55,Ciutat Meridiana,Female,90-94,2
2014,8,Nou Barris,56,Vallbona,Female,90-94,1
2014,9,Sant Andreu,57,la Trinitat Vella,Female,90-94,7
2014,9,Sant Andreu,58,Baró de Viver,Female,90-94,0
2014,9,Sant Andreu,59,el Bon Pastor,Female,90-94,9
2014,9,Sant Andreu,60,Sant Andreu,Female,90-94,57
2014,9,Sant Andreu,61,la Sagrera,Female,90-94,22
2014,9,Sant Andreu,62,el Congrés i els Indians,Female,90-94,31
2014,9,Sant Andreu,63,Navas,Female,90-94,18
2014,10,Sant Martí,64,el Camp de l'Arpa del Clot,Female,90-94,37
2014,10,Sant Martí,65,el Clot,Female,90-94,21
2014,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Female,90-94,14
2014,10,Sant Martí,67,la Vila Olímpica del Poblenou,Female,90-94,3
2014,10,Sant Martí,68,el Poblenou,Female,90-94,29
2014,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Female,90-94,7
2014,10,Sant Martí,70,el Besòs i el Maresme,Female,90-94,15
2014,10,Sant Martí,71,Provençals del Poblenou,Female,90-94,13
2014,10,Sant Martí,72,Sant Martí de Provençals,Female,90-94,33
2014,10,Sant Martí,73,la Verneda i la Pau,Female,90-94,21
2014,1,Ciutat Vella,1,el Raval,Female,90-94,19
2014,1,Ciutat Vella,2,el Barri Gòtic,Female,90-94,12
2014,1,Ciutat Vella,3,la Barceloneta,Female,90-94,12
2014,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Female,90-94,7
2014,2,Eixample,5,el Fort Pienc,Female,90-94,34
2014,2,Eixample,6,la Sagrada Família,Female,90-94,50
2014,2,Eixample,7,la Dreta de l'Eixample,Female,90-94,70
2014,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Female,90-94,49
2014,2,Eixample,9,la Nova Esquerra de l'Eixample,Female,90-94,53
2014,2,Eixample,10,Sant Antoni,Female,90-94,41
2014,3,Sants-Montjuïc,11,el Poble Sec,Female,90-94,30
2014,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Female,90-94,1
2014,3,Sants-Montjuïc,13,la Marina de Port,Female,90-94,12
2014,3,Sants-Montjuïc,14,la Font de la Guatlla,Female,90-94,10
2014,3,Sants-Montjuïc,15,Hostafrancs,Female,90-94,12
2014,3,Sants-Montjuïc,16,la Bordeta,Female,90-94,20
2014,3,Sants-Montjuïc,17,Sants - Badal,Female,90-94,25
2014,3,Sants-Montjuïc,18,Sants,Female,90-94,31
2014,4,Les Corts,19,les Corts,Female,90-94,53
2014,4,Les Corts,20,la Maternitat i Sant Ramon,Female,90-94,25
2014,4,Les Corts,21,Pedralbes,Female,90-94,10
2014,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Female,90-94,2
2014,5,Sarrià-Sant Gervasi,23,Sarrià,Female,90-94,33
2014,5,Sarrià-Sant Gervasi,24,les Tres Torres,Female,90-94,17
2014,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Female,90-94,25
2014,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Female,90-94,57
2014,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Female,90-94,30
2014,6,Gràcia,28,Vallcarca i els Penitents,Female,90-94,20
2014,6,Gràcia,29,el Coll,Female,90-94,7
2014,6,Gràcia,30,la Salut,Female,90-94,12
2014,6,Gràcia,31,la Vila de Gràcia,Female,90-94,56
2014,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Female,90-94,38
2014,7,Horta-Guinardó,33,el Baix Guinardó,Female,90-94,32
2014,7,Horta-Guinardó,34,Can Baró,Female,90-94,5
2014,7,Horta-Guinardó,35,el Guinardó,Female,90-94,29
2014,7,Horta-Guinardó,36,la Font d'en Fargues,Female,90-94,10
2014,7,Horta-Guinardó,37,el Carmel,Female,90-94,18
2014,7,Horta-Guinardó,38,la Teixonera,Female,90-94,6
2014,7,Horta-Guinardó,39,Sant Genís dels Agudells,Female,90-94,3
2014,7,Horta-Guinardó,40,Montbau,Female,90-94,7
2014,7,Horta-Guinardó,41,la Vall d'Hebron,Female,90-94,5
2014,7,Horta-Guinardó,42,la Clota,Female,90-94,0
2014,7,Horta-Guinardó,43,Horta,Female,90-94,30
2014,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Female,90-94,15
2014,8,Nou Barris,45,Porta,Female,90-94,17
2014,8,Nou Barris,46,el Turó de la Peira,Female,90-94,10
2014,8,Nou Barris,47,Can Peguera,Female,90-94,2
2014,8,Nou Barris,48,la Guineueta,Female,90-94,6
2014,8,Nou Barris,49,Canyelles,Female,90-94,5
2014,8,Nou Barris,50,les Roquetes,Female,90-94,9
2014,8,Nou Barris,51,Verdun,Female,90-94,8
2014,8,Nou Barris,52,la Prosperitat,Female,90-94,12
2014,8,Nou Barris,53,la Trinitat Nova,Female,90-94,7
2014,8,Nou Barris,54,Torre Baró,Female,90-94,1
2014,8,Nou Barris,55,Ciutat Meridiana,Female,90-94,4
2014,8,Nou Barris,56,Vallbona,Female,90-94,3
2014,9,Sant Andreu,57,la Trinitat Vella,Female,90-94,4
2014,9,Sant Andreu,58,Baró de Viver,Female,90-94,0
2014,9,Sant Andreu,59,el Bon Pastor,Female,90-94,9
2014,9,Sant Andreu,60,Sant Andreu,Female,90-94,37
2014,9,Sant Andreu,61,la Sagrera,Female,90-94,14
2014,9,Sant Andreu,62,el Congrés i els Indians,Female,90-94,14
2014,9,Sant Andreu,63,Navas,Female,90-94,23
2014,10,Sant Martí,64,el Camp de l'Arpa del Clot,Female,90-94,46
2014,10,Sant Martí,65,el Clot,Female,90-94,12
2014,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Female,90-94,12
2014,10,Sant Martí,67,la Vila Olímpica del Poblenou,Female,90-94,5
2014,10,Sant Martí,68,el Poblenou,Female,90-94,19
2014,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Female,90-94,4
2014,10,Sant Martí,70,el Besòs i el Maresme,Female,90-94,12
2014,10,Sant Martí,71,Provençals del Poblenou,Female,90-94,11
2014,10,Sant Martí,72,Sant Martí de Provençals,Female,90-94,17
2014,10,Sant Martí,73,la Verneda i la Pau,Female,90-94,19
2014,1,Ciutat Vella,1,el Raval,Female,>=95,57
2014,1,Ciutat Vella,2,el Barri Gòtic,Female,>=95,41
2014,1,Ciutat Vella,3,la Barceloneta,Female,>=95,31
2014,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Female,>=95,50
2014,2,Eixample,5,el Fort Pienc,Female,>=95,82
2014,2,Eixample,6,la Sagrada Família,Female,>=95,134
2014,2,Eixample,7,la Dreta de l'Eixample,Female,>=95,224
2014,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Female,>=95,172
2014,2,Eixample,9,la Nova Esquerra de l'Eixample,Female,>=95,146
2014,2,Eixample,10,Sant Antoni,Female,>=95,106
2014,3,Sants-Montjuïc,11,el Poble Sec,Female,>=95,70
2014,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Female,>=95,3
2014,3,Sants-Montjuïc,13,la Marina de Port,Female,>=95,31
2014,3,Sants-Montjuïc,14,la Font de la Guatlla,Female,>=95,40
2014,3,Sants-Montjuïc,15,Hostafrancs,Female,>=95,35
2014,3,Sants-Montjuïc,16,la Bordeta,Female,>=95,28
2014,3,Sants-Montjuïc,17,Sants - Badal,Female,>=95,41
2014,3,Sants-Montjuïc,18,Sants,Female,>=95,80
2014,4,Les Corts,19,les Corts,Female,>=95,123
2014,4,Les Corts,20,la Maternitat i Sant Ramon,Female,>=95,44
2014,4,Les Corts,21,Pedralbes,Female,>=95,29
2014,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Female,>=95,12
2014,5,Sarrià-Sant Gervasi,23,Sarrià,Female,>=95,95
2014,5,Sarrià-Sant Gervasi,24,les Tres Torres,Female,>=95,44
2014,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Female,>=95,86
2014,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Female,>=95,154
2014,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Female,>=95,87
2014,6,Gràcia,28,Vallcarca i els Penitents,Female,>=95,53
2014,6,Gràcia,29,el Coll,Female,>=95,13
2014,6,Gràcia,30,la Salut,Female,>=95,44
2014,6,Gràcia,31,la Vila de Gràcia,Female,>=95,171
2014,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Female,>=95,90
2014,7,Horta-Guinardó,33,el Baix Guinardó,Female,>=95,69
2014,7,Horta-Guinardó,34,Can Baró,Female,>=95,17
2014,7,Horta-Guinardó,35,el Guinardó,Female,>=95,85
2014,7,Horta-Guinardó,36,la Font d'en Fargues,Female,>=95,26
2014,7,Horta-Guinardó,37,el Carmel,Female,>=95,39
2014,7,Horta-Guinardó,38,la Teixonera,Female,>=95,11
2014,7,Horta-Guinardó,39,Sant Genís dels Agudells,Female,>=95,19
2014,7,Horta-Guinardó,40,Montbau,Female,>=95,24
2014,7,Horta-Guinardó,41,la Vall d'Hebron,Female,>=95,8
2014,7,Horta-Guinardó,42,la Clota,Female,>=95,0
2014,7,Horta-Guinardó,43,Horta,Female,>=95,71
2014,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Female,>=95,64
2014,8,Nou Barris,45,Porta,Female,>=95,40
2014,8,Nou Barris,46,el Turó de la Peira,Female,>=95,19
2014,8,Nou Barris,47,Can Peguera,Female,>=95,1
2014,8,Nou Barris,48,la Guineueta,Female,>=95,19
2014,8,Nou Barris,49,Canyelles,Female,>=95,3
2014,8,Nou Barris,50,les Roquetes,Female,>=95,10
2014,8,Nou Barris,51,Verdun,Female,>=95,19
2014,8,Nou Barris,52,la Prosperitat,Female,>=95,27
2014,8,Nou Barris,53,la Trinitat Nova,Female,>=95,15
2014,8,Nou Barris,54,Torre Baró,Female,>=95,4
2014,8,Nou Barris,55,Ciutat Meridiana,Female,>=95,5
2014,8,Nou Barris,56,Vallbona,Female,>=95,4
2014,9,Sant Andreu,57,la Trinitat Vella,Female,>=95,14
2014,9,Sant Andreu,58,Baró de Viver,Female,>=95,2
2014,9,Sant Andreu,59,el Bon Pastor,Female,>=95,6
2014,9,Sant Andreu,60,Sant Andreu,Female,>=95,103
2014,9,Sant Andreu,61,la Sagrera,Female,>=95,43
2014,9,Sant Andreu,62,el Congrés i els Indians,Female,>=95,33
2014,9,Sant Andreu,63,Navas,Female,>=95,39
2014,10,Sant Martí,64,el Camp de l'Arpa del Clot,Female,>=95,90
2014,10,Sant Martí,65,el Clot,Female,>=95,40
2014,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Female,>=95,22
2014,10,Sant Martí,67,la Vila Olímpica del Poblenou,Female,>=95,10
2014,10,Sant Martí,68,el Poblenou,Female,>=95,46
2014,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Female,>=95,20
2014,10,Sant Martí,70,el Besòs i el Maresme,Female,>=95,26
2014,10,Sant Martí,71,Provençals del Poblenou,Female,>=95,28
2014,10,Sant Martí,72,Sant Martí de Provençals,Female,>=95,37
2014,10,Sant Martí,73,la Verneda i la Pau,Female,>=95,49
2013,1,Ciutat Vella,1,el Raval,Male,0-4,227
2013,1,Ciutat Vella,2,el Barri Gòtic,Male,0-4,49
2013,1,Ciutat Vella,3,la Barceloneta,Male,0-4,50
2013,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Male,0-4,78
2013,2,Eixample,5,el Fort Pienc,Male,0-4,120
2013,2,Eixample,6,la Sagrada Família,Male,0-4,221
2013,2,Eixample,7,la Dreta de l'Eixample,Male,0-4,165
2013,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Male,0-4,125
2013,2,Eixample,9,la Nova Esquerra de l'Eixample,Male,0-4,200
2013,2,Eixample,10,Sant Antoni,Male,0-4,149
2013,3,Sants-Montjuïc,11,el Poble Sec,Male,0-4,160
2013,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Male,0-4,8
2013,3,Sants-Montjuïc,13,la Marina de Port,Male,0-4,122
2013,3,Sants-Montjuïc,14,la Font de la Guatlla,Male,0-4,29
2013,3,Sants-Montjuïc,15,Hostafrancs,Male,0-4,63
2013,3,Sants-Montjuïc,16,la Bordeta,Male,0-4,80
2013,3,Sants-Montjuïc,17,Sants - Badal,Male,0-4,98
2013,3,Sants-Montjuïc,18,Sants,Male,0-4,190
2013,4,Les Corts,19,les Corts,Male,0-4,163
2013,4,Les Corts,20,la Maternitat i Sant Ramon,Male,0-4,88
2013,4,Les Corts,21,Pedralbes,Male,0-4,35
2013,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Male,0-4,16
2013,5,Sarrià-Sant Gervasi,23,Sarrià,Male,0-4,114
2013,5,Sarrià-Sant Gervasi,24,les Tres Torres,Male,0-4,63
2013,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Male,0-4,122
2013,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Male,0-4,149
2013,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Male,0-4,97
2013,6,Gràcia,28,Vallcarca i els Penitents,Male,0-4,67
2013,6,Gràcia,29,el Coll,Male,0-4,31
2013,6,Gràcia,30,la Salut,Male,0-4,59
2013,6,Gràcia,31,la Vila de Gràcia,Male,0-4,221
2013,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Male,0-4,142
2013,7,Horta-Guinardó,33,el Baix Guinardó,Male,0-4,108
2013,7,Horta-Guinardó,34,Can Baró,Male,0-4,40
2013,7,Horta-Guinardó,35,el Guinardó,Male,0-4,142
2013,7,Horta-Guinardó,36,la Font d'en Fargues,Male,0-4,31
2013,7,Horta-Guinardó,37,el Carmel,Male,0-4,128
2013,7,Horta-Guinardó,38,la Teixonera,Male,0-4,38
2013,7,Horta-Guinardó,39,Sant Genís dels Agudells,Male,0-4,29
2013,7,Horta-Guinardó,40,Montbau,Male,0-4,19
2013,7,Horta-Guinardó,41,la Vall d'Hebron,Male,0-4,15
2013,7,Horta-Guinardó,42,la Clota,Male,0-4,1
2013,7,Horta-Guinardó,43,Horta,Male,0-4,90
2013,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Male,0-4,108
2013,8,Nou Barris,45,Porta,Male,0-4,98
2013,8,Nou Barris,46,el Turó de la Peira,Male,0-4,86
2013,8,Nou Barris,47,Can Peguera,Male,0-4,8
2013,8,Nou Barris,48,la Guineueta,Male,0-4,55
2013,8,Nou Barris,49,Canyelles,Male,0-4,23
2013,8,Nou Barris,50,les Roquetes,Male,0-4,73
2013,8,Nou Barris,51,Verdun,Male,0-4,60
2013,8,Nou Barris,52,la Prosperitat,Male,0-4,110
2013,8,Nou Barris,53,la Trinitat Nova,Male,0-4,48
2013,8,Nou Barris,54,Torre Baró,Male,0-4,11
2013,8,Nou Barris,55,Ciutat Meridiana,Male,0-4,66
2013,8,Nou Barris,56,Vallbona,Male,0-4,8
2013,9,Sant Andreu,57,la Trinitat Vella,Male,0-4,63
2013,9,Sant Andreu,58,Baró de Viver,Male,0-4,8
2013,9,Sant Andreu,59,el Bon Pastor,Male,0-4,62
2013,9,Sant Andreu,60,Sant Andreu,Male,0-4,243
2013,9,Sant Andreu,61,la Sagrera,Male,0-4,116
2013,9,Sant Andreu,62,el Congrés i els Indians,Male,0-4,57
2013,9,Sant Andreu,63,Navas,Male,0-4,68
2013,10,Sant Martí,64,el Camp de l'Arpa del Clot,Male,0-4,136
2013,10,Sant Martí,65,el Clot,Male,0-4,114
2013,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Male,0-4,56
2013,10,Sant Martí,67,la Vila Olímpica del Poblenou,Male,0-4,43
2013,10,Sant Martí,68,el Poblenou,Male,0-4,153
2013,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Male,0-4,78
2013,10,Sant Martí,70,el Besòs i el Maresme,Male,0-4,79
2013,10,Sant Martí,71,Provençals del Poblenou,Male,0-4,86
2013,10,Sant Martí,72,Sant Martí de Provençals,Male,0-4,103
2013,10,Sant Martí,73,la Verneda i la Pau,Male,0-4,121
2013,1,Ciutat Vella,1,el Raval,Male,0-4,247
2013,1,Ciutat Vella,2,el Barri Gòtic,Male,0-4,61
2013,1,Ciutat Vella,3,la Barceloneta,Male,0-4,53
2013,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Male,0-4,110
2013,2,Eixample,5,el Fort Pienc,Male,0-4,125
2013,2,Eixample,6,la Sagrada Família,Male,0-4,218
2013,2,Eixample,7,la Dreta de l'Eixample,Male,0-4,193
2013,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Male,0-4,175
2013,2,Eixample,9,la Nova Esquerra de l'Eixample,Male,0-4,227
2013,2,Eixample,10,Sant Antoni,Male,0-4,162
2013,3,Sants-Montjuïc,11,el Poble Sec,Male,0-4,193
2013,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Male,0-4,2
2013,3,Sants-Montjuïc,13,la Marina de Port,Male,0-4,161
2013,3,Sants-Montjuïc,14,la Font de la Guatlla,Male,0-4,34
2013,3,Sants-Montjuïc,15,Hostafrancs,Male,0-4,70
2013,3,Sants-Montjuïc,16,la Bordeta,Male,0-4,73
2013,3,Sants-Montjuïc,17,Sants - Badal,Male,0-4,107
2013,3,Sants-Montjuïc,18,Sants,Male,0-4,162
2013,4,Les Corts,19,les Corts,Male,0-4,193
2013,4,Les Corts,20,la Maternitat i Sant Ramon,Male,0-4,104
2013,4,Les Corts,21,Pedralbes,Male,0-4,47
2013,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Male,0-4,24
2013,5,Sarrià-Sant Gervasi,23,Sarrià,Male,0-4,132
2013,5,Sarrià-Sant Gervasi,24,les Tres Torres,Male,0-4,80
2013,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Male,0-4,98
2013,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Male,0-4,216
2013,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Male,0-4,135
2013,6,Gràcia,28,Vallcarca i els Penitents,Male,0-4,79
2013,6,Gràcia,29,el Coll,Male,0-4,32
2013,6,Gràcia,30,la Salut,Male,0-4,63
2013,6,Gràcia,31,la Vila de Gràcia,Male,0-4,268
2013,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Male,0-4,144
2013,7,Horta-Guinardó,33,el Baix Guinardó,Male,0-4,100
2013,7,Horta-Guinardó,34,Can Baró,Male,0-4,19
2013,7,Horta-Guinardó,35,el Guinardó,Male,0-4,158
2013,7,Horta-Guinardó,36,la Font d'en Fargues,Male,0-4,38
2013,7,Horta-Guinardó,37,el Carmel,Male,0-4,129
2013,7,Horta-Guinardó,38,la Teixonera,Male,0-4,46
2013,7,Horta-Guinardó,39,Sant Genís dels Agudells,Male,0-4,21
2013,7,Horta-Guinardó,40,Montbau,Male,0-4,19
2013,7,Horta-Guinardó,41,la Vall d'Hebron,Male,0-4,20
2013,7,Horta-Guinardó,42,la Clota,Male,0-4,2
2013,7,Horta-Guinardó,43,Horta,Male,0-4,111
2013,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Male,0-4,101
2013,8,Nou Barris,45,Porta,Male,0-4,95
2013,8,Nou Barris,46,el Turó de la Peira,Male,0-4,66
2013,8,Nou Barris,47,Can Peguera,Male,0-4,16
2013,8,Nou Barris,48,la Guineueta,Male,0-4,63
2013,8,Nou Barris,49,Canyelles,Male,0-4,28
2013,8,Nou Barris,50,les Roquetes,Male,0-4,94
2013,8,Nou Barris,51,Verdun,Male,0-4,53
2013,8,Nou Barris,52,la Prosperitat,Male,0-4,112
2013,8,Nou Barris,53,la Trinitat Nova,Male,0-4,32
2013,8,Nou Barris,54,Torre Baró,Male,0-4,8
2013,8,Nou Barris,55,Ciutat Meridiana,Male,0-4,57
2013,8,Nou Barris,56,Vallbona,Male,0-4,7
2013,9,Sant Andreu,57,la Trinitat Vella,Male,0-4,74
2013,9,Sant Andreu,58,Baró de Viver,Male,0-4,12
2013,9,Sant Andreu,59,el Bon Pastor,Male,0-4,97
2013,9,Sant Andreu,60,Sant Andreu,Male,0-4,291
2013,9,Sant Andreu,61,la Sagrera,Male,0-4,112
2013,9,Sant Andreu,62,el Congrés i els Indians,Male,0-4,55
2013,9,Sant Andreu,63,Navas,Male,0-4,99
2013,10,Sant Martí,64,el Camp de l'Arpa del Clot,Male,0-4,155
